seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado
67,41,009A,249967.0,NAZCA AV.,1425.0,2020-09-07
23,19,35,414326.0,VILLANUEVA,1016.0,2020-09-07
89,70,17,281602.0,DESAGUADERO,3712.0,2020-09-07
40,45,32,162194.0,ESTRADA,711.0,2020-09-07
27,100,8,366207.0,DEL LIBERTADOR AV.,6623.0,2020-09-07
36,12,36,160980.0,MUÑIZ,441.0,2020-09-07
53,83,9,346950.0,MACHAIN,3089.0,2020-09-07
36,48,20,153106.0,TREINTA Y TRES ORIENTALES,1384.0,2020-09-07
11,82,14,441876.0,"LOPEZ, VICENTE",1831.0,2020-09-07
71,38,001D,300554.0,NAZCA AV.,3316.0,2020-09-07
37,40,26,408626.0,DELGADO,1219.0,2020-09-07
1,4,27,221085.0,SARMIENTO,837.0,2020-09-07
51,106,5,344998.0,MONROE,4278.0,2020-09-07
11,81,001B,441866.0,"LOPEZ, VICENTE",1828.0,2020-09-07
31,60,18,420154.0,CASTILLO,61.0,2020-09-07
43,183,002A,377084.0,BESARES,2464.0,2020-09-08
61,184,7,245135.0,BALLIVIAN,2683.0,2020-09-08
15,27,7,446303.0,"DIAZ, CNEL. AV.",2187.0,2020-09-08
62,136,005K,92765.0,ESCALADA AV.,1013.0,2020-09-08
31,25,037D,432133.0,AGUIRRE,274.0,2020-09-08
36,68,2,152356.0,COCHABAMBA,3920.0,2020-09-08
48,8,17,146352.0,PORTELA,490.0,2020-09-08
47,118,10,226381.0,MUÑECAS,995.0,2020-09-08
89,49,38,302854.0,ALLENDE,4158.0,2020-09-08
29,089B,006A,367104.0,3 DE FEBRERO,4683.0,2020-09-08
39,70,006B,366323.0,MENDOZA,2890.0,2020-09-08
3,55,008D,450135.0,"ALVEAR, MARCELO T. De",475.0,2020-09-08
27,82,7,337520.0,QUESADA,1664.0,2020-09-09
1,31,28,220590.0,SAN MARTIN,662.0,2020-09-09
89,69,8,281839.0,"CANTILO, JOSE LUIS",4880.0,2020-09-09
51,58,15,344858.0,BLANCO ENCALADA,4904.0,2020-09-09
4,42,003A,210143.0,ESTADOS UNIDOS,262.0,2020-09-09
41,138,13,330428.0,MOLDES,3301.0,2020-09-09
20,54,037A,202422.0,SARANDI,425.0,2020-09-09
15,132,23,441280.0,CORDOBA AV.,2623.0,2020-09-09
20,54,36,200733.0,SARANDI,445.0,2020-09-09
27,92,008A,378408.0,MONTAÑESES,2759.0,2020-09-09
40,70,12,157272.0,VALLE,580.0,2020-09-09
30,35,7,184271.0,SAN JUAN AV.,3266.0,2020-09-09
59,040C,21,296517.0,"JUSTO, JUAN B. AV.",4687.0,2020-09-09
20,54,001A,200697.0,SARANDI,407.0,2020-09-09
29,79,025A,375710.0,11 DE SEPTIEMBRE DE 1888,3668.0,2020-09-09
19,174,15,432914.0,DARREGUEYRA,2417.0,2020-09-09
54,155,004C,97056.0,"ACOSTA, MARIANO AV.",340.0,2020-09-09
27,82,6,337521.0,QUESADA,1658.0,2020-09-09
9,43,28,206070.0,"MITRE, BARTOLOME",2253.0,2020-09-09
5,29,3,222212.0,SARMIENTO,1434.0,2020-09-09
1,28,5,220508.0,CORRIENTES AV.,544.0,2020-09-09
49,52,19,241353.0,BALLIVIAN,2271.0,2020-09-09
48,155,005L,140611.0,LAUTARO,64.0,2020-09-09
87,100,20,277651.0,ARREGUI,4593.0,2020-09-09
36,59,006F,161789.0,REPUBLICA BOLIVARIANA DE VENEZUELA,4136.0,2020-09-10
37,86,032C,408000.0,"FREIRE, RAMON, CAP. GRAL.",1049.0,2020-09-10
30,57,45,183774.0,LA RIOJA,1577.0,2020-09-10
36,39,49,153355.0,TREINTA Y TRES ORIENTALES,721.0,2020-09-10
59,98,004B,231436.0,"TRELLES, MANUEL R. AV.",2545.0,2020-09-10
17,96,25,170722.0,RAUCH,3961.0,2020-09-10
59,173B,17,231817.0,SAN MARTIN AV.,1873.0,2020-09-10
37,40,25,408627.0,DELGADO,1233.0,2020-09-10
37,144,2,410293.0,"ARREDONDO, Virrey",2540.0,2020-09-10
7,36,29,451916.0,ARENALES,1457.0,2020-09-10
59,68,15,234356.0,"TRELLES, MANUEL R.",1729.0,2020-09-10
39,89,8,325494.0,ECHEVERRIA,2570.0,2020-09-10
63,42,007A,353333.0,LAVOISIER,3065.0,2020-09-10
28,14,20,194792.0,LUCERO,239.0,2020-09-10
41,134,21,328880.0,CONGRESO AV.,2663.0,2020-09-10
15,66,26,443939.0,ARENALES,3039.0,2020-09-10
37,140,9,409955.0,AMENABAR,995.0,2020-09-10
25,76,8,341712.0,ECHEVERRIA,1371.0,2020-09-10
51,117,24,343830.0,JURAMENTO,4029.0,2020-09-10
36,042B,14,160391.0,"MARMOL, JOSE",464.0,2020-09-10
31,49,28,420610.0,LAVALLEJA,764.0,2020-09-10
51,79,007A,345094.0,MONROE,4664.0,2020-09-10
37,90,031A,408965.0,"FREIRE, RAMON, CAP. GRAL.",1415.0,2020-09-10
9,25,021A,206638.0,AZCUENAGA,2.0,2020-09-10
23,061B,015B,412160.0,CABILDO AV.,1701.0,2020-09-10
37,90,029A,417135.0,"FREIRE, RAMON, CAP. GRAL.",1417.0,2020-09-10
13,61,030A,195813.0,"ANCHORENA, TOMAS MANUEL DE, DR.",610.0,2020-09-10
51,28,9,350222.0,BARZANA,1885.0,2020-09-10
3,8,004G,453333.0,LIBERTAD,1543.0,2020-09-10
23,57,1,415206.0,"HERNANDEZ, JOSE",1932.0,2020-09-10
37,132,23,410201.0,AMENABAR,1238.0,2020-09-10
30,70,18,183440.0,PAVON,2991.0,2020-09-10
37,43,026C,416678.0,DELGADO,1455.0,2020-09-10
79,63,25,260963.0,GALICIA,3731.0,2020-09-10
36,8,021A,161794.0,LA PLATA AV.,786.0,2020-09-11
36,44,40,153225.0,TREINTA Y TRES ORIENTALES,211.0,2020-09-11
42,92,021A,138073.0,"ALBERDI, JUAN BAUTISTA AV.",1277.0,2020-09-11
15,53,6,446197.0,"PACHECO DE MELO, JOSE ANDRES",2942.0,2020-09-11
19,145,005A,432701.0,CHARCAS,4746.0,2020-09-11
15,108,26,445343.0,JUNCAL,2669.0,2020-09-11
17,96,28,170719.0,RAUCH,3943.0,2020-09-11
52,87,30,55126.0,BERON DE ASTRADA,2629.0,2020-09-11
1,15,26,220958.0,MAIPU,602.0,2020-09-11
39,93,001A,374854.0,CIUDAD DE LA PAZ,2396.0,2020-09-11
40,51,4,157729.0,"ALBERDI, JUAN BAUTISTA AV.",628.0,2020-09-11
57,101,003E,130028.0,YERBAL,1061.0,2020-09-11
1,010A,008B,220834.0,"SAENZ PEÑA, ROQUE, PRES. AV.",800.0,2020-09-11
21,17,4,430535.0,BERUTI,4460.0,2020-09-11
71,87,4,255503.0,NAZARRE,2542.0,2020-09-11
71,18,12,256096.0,MELINCUE,3098.0,2020-09-11
35,96,25,406125.0,CIUDAD DE LA PAZ,589.0,2020-09-11
17,66,9,171264.0,DIAZ VELEZ AV.,4078.0,2020-09-11
84,22,29,69977.0,MONTIEL,5810.0,2020-09-12
15,94,10,447595.0,AUSTRIA,2469.0,2020-09-12
37,128,21,409864.0,"GARCIA, TEODORO",2651.0,2020-09-12
89,043C,14,291217.0,NAVARRO,5282.0,2020-09-12
53,83,014F,346966.0,CONGRESO AV.,4369.0,2020-09-12
15,30,4,446394.0,"PACHECO DE MELO, JOSE ANDRES",3046.0,2020-09-12
39,67,001H,325138.0,"SUCRE, ANTONIO JOSE de, Mcal.",2820.0,2020-09-12
33,28,38,401844.0,GUEVARA,431.0,2020-09-12
25,40,009B,335820.0,3 DE FEBRERO,2143.0,2020-09-12
23,14,7,411098.0,11 DE SEPTIEMBRE DE 1888,852.0,2020-09-12
37,82,29,409686.0,"PINO, Virrey del",3291.0,2020-09-12
60,28,32,11267.0,TUYU,77.0,2020-09-12
36,59,8,161793.0,REPUBLICA BOLIVARIANA DE VENEZUELA,4162.0,2020-09-12
12,27,22,217636.0,"SAENZ PEÑA, LUIS, PRES.",352.0,2020-09-12
71,41,015A,304882.0,ARGERICH,3591.0,2020-09-12
73,007A,3,361886.0,"LOPEZ, CARLOS ANTONIO",3118.0,2020-09-12
53,74,001C,375713.0,DONADO,2764.0,2020-09-12
81,27,4,265858.0,LASCANO,4234.0,2020-09-12
14,6,41,213800.0,SOLIS,1235.0,2020-09-12
36,138,1,150001.0,RIVADAVIA AV.,3720.0,2020-09-12
38,210,5,37884.0,LAS CASAS,3634.0,2020-09-12
36,21,29,154085.0,"MARMOL, JOSE",989.0,2020-09-12
36,114,22,150854.0,"PEREZ, JOSE JULIAN",541.0,2020-09-12
9,69,027B,205322.0,SARMIENTO,1949.0,2020-09-12
4,30,32,210465.0,DEFENSA,859.0,2020-09-12
37,045A,30,409461.0,DE LOS INCAS AV.,3541.0,2020-09-12
25,31,001K,369335.0,3 DE FEBRERO,2086.0,2020-09-12
27,19,5,336565.0,ROOSEVELT FRANKLIN D.,2246.0,2020-09-12
27,2,17,336816.0,ROOSEVELT FRANKLIN D.,2339.0,2020-09-12
3,5,16,451174.0,LIBERTAD,1269.0,2020-09-12
27,9,006A,369690.0,CABILDO AV.,3487.0,2020-09-12
49,155,027C,297729.0,FOREST AV.,1570.0,2020-09-12
36,126,032B,150465.0,SAN JUAN AV.,3617.0,2020-09-12
21,36,10,429426.0,FRENCH,3537.0,2020-09-12
79,100,44,259601.0,CONCORDIA,988.0,2020-09-12
30,35,34,184298.0,COCHABAMBA,3245.0,2020-09-13
36,85,21,151883.0,YAPEYU,95.0,2020-09-13
1,23,030B,220772.0,FLORIDA,620.0,2020-09-13
41,45,019B,372864.0,SUPERI,3550.0,2020-09-13
37,82,27,409688.0,CONDE,1717.0,2020-09-13
28,59,002B,193272.0,CATAMARCA,373.0,2020-09-13
39,12,021D,326137.0,"MARTINEZ, ENRIQUE, GRAL.",2222.0,2020-09-13
37,132,25,410199.0,AMENABAR,1256.0,2020-09-13
23,54,012I,415432.0,"CAMPOS, LUIS M. AV.",1540.0,2020-09-13
19,14,12,426276.0,MALABIA,1451.0,2020-09-13
37,72,045A,407618.0,PALPA,3161.0,2020-09-13
42,25,7,147178.0,DAVILA,644.0,2020-09-13
5,16,13,222907.0,VIAMONTE,1672.0,2020-09-13
59,69,19,234389.0,"TRELLES, MANUEL R.",1861.0,2020-09-13
9,77,29,205114.0,CALLAO AV.,362.0,2020-09-13
9,48,39,206288.0,"URIBURU JOSE E., Pres.",672.0,2020-09-13
39,94,015B,374125.0,BLANCO ENCALADA,2557.0,2020-09-13
47,44,18,228804.0,"GANDHI, MAHATMA",785.0,2020-09-13
7,51,026A,451736.0,PARERA,154.0,2020-09-13
5,24,34,222546.0,LAVALLE,1539.0,2020-09-13
93,124A,11,290202.0,ALICANTE,1939.0,2020-09-13
5,4,37,223101.0,RODRIGUEZ PEÑA,370.0,2020-09-13
35,96,20,406130.0,OLLEROS,2550.0,2020-09-13
36,47,008C,92052.0,"GARAY, JUAN DE AV.",4065.0,2020-09-13
36,108,27,151095.0,SAN JUAN AV.,3741.0,2020-09-13
12,16,050A,218033.0,"SAENZ PEÑA, LUIS, PRES.",725.0,2020-09-13
11,48,22,442280.0,JUNIN,1390.0,2020-09-13
15,133,014A,447156.0,"MANSILLA, LUCIO NORBERTO, GENERAL",2588.0,2020-09-13
37,154,30,410256.0,ZABALA,2447.0,2020-09-13
11,63,028A,447366.0,AYACUCHO,1876.0,2020-09-13
22,21,29,181724.0,MATHEU,839.0,2020-09-13
8,13,014B,117798.0,"VILLAFAÑE, WENCESLAO",1599.0,2020-09-13
83,55,23,271557.0,MERCEDES,4516.0,2020-09-13
13,27,7,192026.0,BILLINGHURST,443.0,2020-09-13
51,36,009A,372659.0,ANDONAEGUI,2287.0,2020-09-13
33,8,19,401058.0,"ARENAL, CONCEPCION",4072.0,2020-09-13
37,82,28,409687.0,CONDE,1715.0,2020-09-13
61,23,009B,309533.0,CHORROARIN AV.,701.0,2020-09-13
3,5,010A,451179.0,JUNCAL,1188.0,2020-09-13
45,050A,019A,179001.0,YERBAL,537.0,2020-09-13
13,79,43,190539.0,ECUADOR,382.0,2020-09-13
1,43,8,220136.0,SARMIENTO,364.0,2020-09-13
9,7,16,207432.0,PUEYRREDON AV.,635.0,2020-09-13
48,113C,14,141771.0,"ORTIZ, CARLOS",681.0,2020-09-13
36,61,015A,161163.0,TREINTA Y TRES ORIENTALES,240.0,2020-09-13
11,82,7,441884.0,GUIDO,1884.0,2020-09-13
18,142A,16,117148.0,"HORNOS, Gral.",1222.0,2020-09-13
27,80,17,336957.0,ARRIBEÑOS,2633.0,2020-09-13
45,60,3,176224.0,"GALLARDO, ANGEL AV.",1024.0,2020-09-13
37,109,18,407717.0,CONESA,943.0,2020-09-13
4,10,028F,214218.0,HUMBERTO 1°,701.0,2020-09-13
83,53,012C,312098.0,MERCEDES,4368.0,2020-09-13
37,82,30,409717.0,"PINO, Virrey del",3275.0,2020-09-13
59,136,10,230692.0,"OROÑO, NICASIO",2303.0,2020-09-13
53,33,12,347088.0,GALVAN,3063.0,2020-09-13
5,26,001A,223626.0,CORDOBA AV.,1502.0,2020-09-13
41,134,031C,376618.0,AMENABAR,2968.0,2020-09-13
37,4,007D,406677.0,FOREST AV.,895.0,2020-09-13
39,42,001e,378656.0,"FREIRE, RAMON, CAP. GRAL.",2176.0,2020-09-13
12,56,26,216778.0,"ALSINA, ADOLFO",1199.0,2020-09-13
65,80,011A,135514.0,"ARTIGAS, JOSE GERVASIO, GRAL.",1045.0,2020-09-13
93,007B,24,295219.0,AGUARIBAY,6831.0,2020-09-13
2,38,8,215437.0,BOLIVAR,622.0,2020-09-14
9,41,34,206593.0,VIAMONTE,2319.0,2020-09-14
35,103,33,404611.0,"RAVIGNANI, EMILIO, Dr.",2236.0,2020-09-14
21,33,10,429503.0,JUNCAL,3569.0,2020-09-14
11,026A,002B,447055.0,PUEYRREDON AV.,2394.0,2020-09-14
89,018C,17,291344.0,LOPE DE VEGA AV.,3467.0,2020-09-14
17,93,13,170627.0,MEDRANO AV.,691.0,2020-09-14
71,18,41,256108.0,ARGERICH,3076.0,2020-09-14
65,20,20,136817.0,RIVADAVIA AV.,7429.0,2020-09-14
25,31,001D,369333.0,JURAMENTO AV.,1924.0,2020-09-14
79,114,015A,296507.0,"JUSTO, JUAN B. AV.",6130.0,2020-09-14
59,158,3,232561.0,SAN MARTIN AV.,2022.0,2020-09-14
87,101,39,277723.0,SEGUROLA AV.,2324.0,2020-09-14
51,78,014A,344795.0,OLAZABAL AV.,4571.0,2020-09-14
9,37,013B,207656.0,AZCUENAGA,375.0,2020-09-14
35,103,32,404612.0,"RAVIGNANI, EMILIO, Dr.",2230.0,2020-09-14
62,139B,37,78014.0,"PAYRO, ROBERTO J.",1935.0,2020-09-14
47,190,12,225039.0,"FRIAS, EUSTOQUIO, TTE. GENERAL",338.0,2020-09-14
45,120,5,174671.0,"JAURETCHE, ARTURO",140.0,2020-09-14
37,079B,3,409427.0,"FREIRE, RAMON, CAP. GRAL.",1580.0,2020-09-14
36,116,9,150779.0,QUITO,3762.0,2020-09-14
15,55,2,446292.0,DEL LIBERTADOR AV.,2052.0,2020-09-14
51,85,002C,345070.0,MONROE,4524.0,2020-09-14
89,018C,16,291345.0,LOPE DE VEGA AV.,3469.0,2020-09-14
71,8,35,256476.0,HELGUERA,3420.0,2020-09-14
11,61,38,442166.0,AYACUCHO,1772.0,2020-09-14
37,31,001G,416218.0,DELGADO,1498.0,2020-09-14
37,84,029A,416628.0,"GARCIA, TEODORO",3045.0,2020-09-14
1,36,11,220338.0,SARMIENTO,401.0,2020-09-15
20,66,19,200277.0,"YRIGOYEN, HIPOLITO",1981.0,2020-09-15
40,86,27,156713.0,BEAUCHEF,335.0,2020-09-15
20,64,13,200339.0,SARANDI,240.0,2020-09-15
87,068A,8,279682.0,ALLENDE,3186.0,2020-09-15
51,117,22,373918.0,JURAMENTO,4035.0,2020-09-15
20,25,010B,201559.0,REPUBLICA BOLIVARIANA DE VENEZUELA,2353.0,2020-09-15
81,23,9,268774.0,SANABRIA,3051.0,2020-09-15
73,70,18,361219.0,"MISTRAL, GABRIELA",2375.0,2020-09-15
20,63,38,200404.0,COMBATE DE LOS POZOS,361.0,2020-09-15
38,195,16,38319.0,CASTRO,2204.0,2020-09-15
21,086A,2,431792.0,DEL LIBERTADOR AV.,3816.0,2020-09-15
9,68,15,205309.0,SARMIENTO,1934.0,2020-09-15
33,81,21,403000.0,"VEGA, NICETO, Cnel. AV.",5601.0,2020-09-15
45,72,58,178304.0,ACOYTE AV.,488.0,2020-09-15
24,69,002V,911237.0,ALBERTI,1691.0,2020-09-15
30,72,11,183357.0,SAN JUAN AV.,2988.0,2020-09-15
1,2,31,221037.0,"MITRE, BARTOLOME",819.0,2020-09-15
19,6,10,424475.0,MEDRANO,1177.0,2020-09-15
20,17,015C,201855.0,"ALSINA, ADOLFO",2594.0,2020-09-15
22,14,17,181924.0,ALBERTI,1564.0,2020-09-15
28,21,5,194516.0,BELGRANO AV.,3344.0,2020-09-15
51,25,001A,376956.0,BARZANA,2186.0,2020-09-15
41,46,6,327044.0,ROOSEVELT FRANKLIN D.,3346.0,2020-09-15
32,84,002A,109229.0,RONDEAU,3124.0,2020-09-15
9,24,22,207164.0,LARREA,776.0,2020-09-15
2,20,043A,215837.0,PERU,613.0,2020-09-15
65,052B,6,135932.0,BACACAY,2672.0,2020-09-15
41,128,6,330716.0,NUÑEZ,2772.0,2020-09-15
21,34,23,432186.0,JUNCAL,3611.0,2020-09-15
3,23,001F,453327.0,SUIPACHA,1270.0,2020-09-15
14,72,24,211656.0,HUMBERTO 1°,945.0,2020-09-15
20,56,10,200626.0,"ALSINA, ADOLFO",2090.0,2020-09-15
39,75,016C,325445.0,"SUCRE, ANTONIO JOSE de, Mcal.",2723.0,2020-09-16
71,53,1,255899.0,SAN MARTIN AV.,5166.0,2020-09-16
14,45,17,212448.0,SALTA,1355.0,2020-09-16
1,44,14,220154.0,SARMIENTO,353.0,2020-09-16
72,099A,4,16129.0,RIVADAVIA AV.,11128.0,2020-09-16
8,31,26,111104.0,PIEDRAS,1649.0,2020-09-16
36,80,23,151429.0,AGRELO,3935.0,2020-09-16
60,100,011A,84704.0,GUARDIA NACIONAL,626.0,2020-09-16
16,22,18,113239.0,SOLIS,1679.0,2020-09-16
5,12,22,222782.0,RODRIGUEZ PEÑA,323.0,2020-09-16
28,29,40,194215.0,24 DE NOVIEMBRE,465.0,2020-09-16
36,056B,26,152837.0,"BOCAYUVA, QUINTINO",879.0,2020-09-16
87,043A,15,279791.0,ALVAREZ JONTE AV.,4941.0,2020-09-16
61,99,24,245457.0,DE LOS INCAS AV.,4825.0,2020-09-16
36,21,30,154086.0,"MARMOL, JOSE",985.0,2020-09-16
21,54,7,430730.0,GODOY CRUZ,2941.0,2020-09-16
19,153,026A,433429.0,ARMENIA,2362.0,2020-09-16
72,099A,5,16130.0,RIVADAVIA AV.,11136.0,2020-09-16
49,018A,15,241758.0,AVALOS,203.0,2020-09-16
37,88,24,408508.0,"FREIRE, RAMON, CAP. GRAL.",1205.0,2020-09-16
31,50,022A,420951.0,"ALVAREZ, JULIAN",730.0,2020-09-16
11,1,22,441068.0,CORDOBA AV.,2571.0,2020-09-16
30,27,4,184568.0,"CALVO, CARLOS",3324.0,2020-09-17
21,3,15,429330.0,SANTA FE AV.,3557.0,2020-09-17
11,8,20,442715.0,PUEYRREDON AV.,1745.0,2020-09-17
1,36,14,220348.0,RECONQUISTA,336.0,2020-09-17
54,084B,6,4275.0,"FALCON, RAMON L.,CNEL.",4386.0,2020-09-17
37,110,018A,417015.0,CONESA,1073.0,2020-09-17
42,40,010D,139617.0,"ALBERDI, JUAN BAUTISTA AV.",1672.0,2020-09-17
36,129,002A,161581.0,INDEPENDENCIA AV.,3618.0,2020-09-17
5,16,27,222893.0,TUCUMAN,1639.0,2020-09-17
23,112,7,413312.0,MIGUELETES,1172.0,2020-09-17
11,70,19,440132.0,AYACUCHO,937.0,2020-09-17
31,21,3,423197.0,"JUSTO, JUAN B. AV.",2332.0,2020-09-17
36,74,007A,152110.0,INDEPENDENCIA AV.,3944.0,2020-09-17
17,32,37,172781.0,SARMIENTO,4415.0,2020-09-17
11,15,17,440928.0,LARREA,1055.0,2020-09-17
35,44,12,402738.0,FITZ ROY,1885.0,2020-09-17
15,107,8,445319.0,JUNCAL,2658.0,2020-09-17
72,132,4,13688.0,"BOSCH, VENTURA",6426.0,2020-09-17
17,4,16,173039.0,RIO DE JANEIRO,345.0,2020-09-17
6,49,019A,124522.0,BRASIL AV.,123.0,2020-09-17
30,64,013C,183596.0,"URQUIZA, Gral.",1108.0,2020-09-17
7,41,027A,451592.0,SANTA FE AV.,1345.0,2020-09-17
11,6,009C,441242.0,BERUTI,2490.0,2020-09-17
30,9,29,185261.0,"CALVO, CARLOS",3565.0,2020-09-17
36,49,30,153084.0,"BOCAYUVA, QUINTINO",1345.0,2020-09-17
19,146,11,424304.0,VIDT,1973.0,2020-09-17
15,013A,29,444995.0,"DIAZ, CNEL. AV.",1824.0,2020-09-17
36,134,8,150138.0,BELGRANO AV.,3664.0,2020-09-17
15,143,19,445138.0,PEÑA,2599.0,2020-09-17
27,134,2,371854.0,"FIGUEROA ALCORTA, PRES. AV.",7510.0,2020-09-17
35,81,22,405532.0,"MATIENZO, BENJAMIN, TENIENTE",2697.0,2020-09-17
15,63,23,443873.0,GALLO,1516.0,2020-09-17
35,83,12,406429.0,"LACROZE, FEDERICO AV.",2560.0,2020-09-17
41,81,008B,373125.0,NUÑEZ,3296.0,2020-09-17
11,10,010A,442786.0,PUEYRREDON AV.,1949.0,2020-09-17
33,009B,001A,401597.0,"NEWBERY, JORGE AV.",4020.0,2020-09-17
23,84,10,412796.0,REPUBLICA DE ESLOVENIA,1843.0,2020-09-17
45,58,2,176072.0,FRANKLIN,760.0,2020-09-17
13,103,3,190188.0,CORDOBA AV.,2618.0,2020-09-17
16,15,19,113410.0,ENTRE RIOS AV.,2132.0,2020-09-17
30,2,4,185511.0,PAVON,3536.0,2020-09-17
65,15,33,137392.0,AVELLANEDA AV.,3069.0,2020-09-17
42,53,001E,148006.0,MIRO,39.0,2020-09-17
28,48,21,193601.0,"ALSINA, ADOLFO",3099.0,2020-09-17
11,16,19,440979.0,AZCUENAGA,1192.0,2020-09-17
19,151,40,426604.0,GUEMES,4058.0,2020-09-17
30,16,29,184994.0,LINIERS VIRREY,1143.0,2020-09-17
81,12,030A,307055.0,SEGUROLA AV.,3143.0,2020-09-17
15,167,26,446898.0,"CASTILLA, RAMON, MARISCAL",3048.0,2020-09-17
36,69,7,152317.0,SAN JUAN AV.,3974.0,2020-09-17
22,31,34,181311.0,PAVON,2221.0,2020-09-17
33,3,10,400034.0,HUMBOLDT,755.0,2020-09-17
21,106,013A,433768.0,CASTEX,3439.0,2020-09-17
2,21,30,215796.0,PERU,529.0,2020-09-17
17,53,035B,178793.0,LEZICA,4121.0,2020-09-18
3,54,32,450126.0,RECONQUISTA,978.0,2020-09-18
72,099A,8,16133.0,RIVADAVIA AV.,11156.0,2020-09-18
36,027B,25,153808.0,SPEGAZZINI CARLOS,451.0,2020-09-18
35,119,30,404218.0,"CARRANZA, ANGEL JUSTINIANO",2308.0,2020-09-18
24,38,014A,102352.0,LAVARDEN,108.0,2020-09-18
51,123B,11,343384.0,JURAMENTO,3958.0,2020-09-18
23,119,008A,413886.0,DEL LIBERTADOR AV.,4680.0,2020-09-18
12,13,9,218099.0,MORENO,1622.0,2020-09-18
40,75,008M,161797.0,"GIMENEZ, ANGEL M.",44.0,2020-09-18
48,117,18,142195.0,"ALBERDI, JUAN BAUTISTA AV.",2356.0,2020-09-18
83,165,009A,270089.0,"MORAN, PEDRO",3590.0,2020-09-18
36,48,18,153104.0,TREINTA Y TRES ORIENTALES,1368.0,2020-09-18
5,16,42,222919.0,MONTEVIDEO,688.0,2020-09-18
15,143,21,445136.0,PEÑA,2577.0,2020-09-18
40,6,20,161518.0,"PERON, EVA AV.",1193.0,2020-09-18
7,16,26,452185.0,MONTEVIDEO,968.0,2020-09-18
21,27,16,430695.0,GODOY CRUZ,2823.0,2020-09-18
15,92,23,445671.0,"PACHECO DE MELO, JOSE ANDRES",2629.0,2020-09-18
10,24,22,123652.0,"JOVELLANOS, GASPAR M. de",857.0,2020-09-18
15,29,24,446364.0,BILLINGHURST,2224.0,2020-09-18
7,34,34,451880.0,URUGUAY,1036.0,2020-09-18
59,172,22,231720.0,GALICIA,939.0,2020-09-18
15,143,10,445147.0,LAPRIDA,1971.0,2020-09-18
53,52,18,346077.0,"RIVERA, PEDRO I., Dr.",4565.0,2020-09-18
20,62,005A,202659.0,COMBATE DE LOS POZOS,453.0,2020-09-18
2,30,18,215584.0,MEXICO,547.0,2020-09-18
21,2,001F,432692.0,"SALGUERO, JERONIMO",2060.0,2020-09-18
11,49,012L,447014.0,"URIBURU JOSE E., Pres.",1555.0,2020-09-19
54,031A,7,91008.0,RECUERDOS DE PROVINCIA,4576.0,2020-09-19
63,117,27,346804.0,CAPDEVILA,2972.0,2020-09-19
40,55,011A,157676.0,SAN JOSE DE CALASANZ,290.0,2020-09-19
30,74,27,183319.0,HUMBERTO 1°,2915.0,2020-09-19
36,49,3,153057.0,CONSTITUCION,4030.0,2020-09-19
57,119,26,130354.0,PLANES,1045.0,2020-09-19
11,44,9,440529.0,"URIBURU JOSE E., Pres.",1081.0,2020-09-19
25,20,21,336188.0,ARCOS,2388.0,2020-09-19
25,84,004B,375607.0,MIÑONES,2159.0,2020-09-19
52,79,27,55226.0,CASTAÑON,2852.0,2020-09-19
54,206,19,3030.0,PERGAMINO,84.0,2020-09-19
7,27,003C,453330.0,PARAGUAY,1524.0,2020-09-19
35,7,030A,414654.0,"CABRERA, JOSE A.",6055.0,2020-09-19
51,110,008A,343846.0,MENDOZA,4194.0,2020-09-19
5,036A,013A,223521.0,"RIVAROLA, RODOLFO, Dr.",154.0,2020-09-19
36,34,31,153580.0,TREINTA Y TRES ORIENTALES,1261.0,2020-09-19
23,55,25,412106.0,"PINO, Virrey del",2345.0,2020-09-19
11,73,012A,440251.0,AYACUCHO,1291.0,2020-09-19
40,50,010E,161918.0,SAN JOSE DE CALASANZ,530.0,2020-09-19
23,43,11,411912.0,3 DE FEBRERO,1410.0,2020-09-19
51,55,44,343711.0,PACHECO,1980.0,2020-09-19
27,6,19,337900.0,VUELTA DE OBLIGADO,3020.0,2020-09-19
89,60,17,290523.0,NAVARRO,5060.0,2020-09-19
11,80,007A,441838.0,LAS HERAS GENERAL AV.,1868.0,2020-09-19
17,82,026A,171094.0,HUMAHUACA,4047.0,2020-09-19
11,37,021A,442483.0,"URIBURU JOSE E., Pres.",1514.0,2020-09-19
17,12,42,173520.0,SARMIENTO,4683.0,2020-09-19
59,173B,10,231825.0,"BELAUSTEGUI, LUIS, Dr.",980.0,2020-09-19
41,40,9,329546.0,"PEREZ, ROQUE",3121.0,2020-09-20
20,67,22,200234.0,INDEPENDENCIA AV.,1891.0,2020-09-20
59,53,35,234835.0,"TRELLES, MANUEL R.",1984.0,2020-09-20
71,100,21,255128.0,SAN MARTIN AV.,4539.0,2020-09-20
54,131,024A,72320.0,DIRECTORIO AV.,3871.0,2020-09-20
49,154,7,238626.0,14 DE JULIO,1495.0,2020-09-20
51,110,3,343851.0,MENDOZA,4124.0,2020-09-20
49,142,12,238938.0,HEREDIA,1549.0,2020-09-20
54,203,25,22005.0,PORTELA,383.0,2020-09-20
23,34,10,411735.0,CABILDO AV.,1131.0,2020-09-20
15,114,17,442944.0,LAPRIDA,1067.0,2020-09-20
55,159,26,358474.0,"ACHA, MARIANO, Gral.",4616.0,2020-09-20
